user_id,median_page_clicks,num_sessions,median_session_duration_seconds,total_booked_trips,num_cancelled_trips,num_no_booking,num_not_completed_trips,num_completed_trips,num_round_trip_flights,num_one_way_flights,total_flights_booked,total_hotels_booked,median_flight_discount_amount,median_flight_base_price,median_flight_spent,median_hotel_spent,median_hotel_discount_amount,median_checked_bags,median_seats_booked,median_rooms,median_days_until_departure,median_days_until_checkin,median_days_stay_flight,median_night_stay_hotel,num_times_travelled_from_homeairport,num_times_travelled_to_homeairport,num_times_travelled_from_outside_homeairport,num_times_expensive_hotel_booked,num_times_expensive_flight_booked,num_weekend_trip,num_holiday_season_trip,avg_distance_flown,gender,age,married,has_children,home_country,group,perk
152583,18.0,8,135.0,1,0,7,0,1.0,1.0,0.0,2.0,1.0,0.0,367.83,367.83,426.0,0.0,2.0,1.0,1.0,8.682233796296297,8.879045775462963,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2265.716295635522,1,37.0,0,0,1,3,Exclusive Discount
153982,13.0,8,95.5,3,0,5,0,3.0,3.0,0.0,6.0,3.0,0.0,104.69,104.69,121.0,0.0,0.0,1.0,1.0,9.181759259259259,9.405566550925926,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1343.6251935624964,1,45.0,0,1,0,3,Exclusive Discount
160754,6.5,8,50.0,1,0,7,0,1.0,1.0,0.0,2.0,1.0,0.0,93.62,93.62,428.0,0.0,1.0,1.0,1.0,11.749490740740741,11.860226157407407,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,527.63183389388,1,46.0,1,1,1,3,Exclusive Discount
164522,10.5,8,78.5,1,0,7,0,1.0,1.0,0.0,2.0,1.0,0.05,328.32,311.904,3029.0,0.0,1.0,1.0,1.0,8.85630787037037,9.03266568287037,15.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1807.646503324766,1,48.0,1,0,1,3,Exclusive Discount
167852,7.5,8,55.0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,18.0,0,0,1,1,20% off on first trip
171470,9.0,8,67.5,2,2,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24.0,0,0,1,1,20% off on first trip
174997,16.0,8,122.0,3,1,5,0,2.0,2.0,0.0,4.0,2.0,0.0,295.215,295.215,224.0,0.0,0.0,1.0,1.0,8.045318287037038,8.212769328703704,3.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1538.2757842488543,1,32.0,0,0,1,3,Exclusive Discount
175032,9.0,9,65.0,3,0,6,0,3.0,2.0,0.0,4.0,3.0,0.0,554.625,1512.2150000000001,1008.0,0.15,0.5,2.0,2.0,5.87931712962963,7.5224773148148145,3.5,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1394.5441345457552,1,29.0,0,0,1,3,Exclusive Discount
181157,17.5,8,131.0,3,0,5,0,3.0,3.0,0.0,6.0,3.0,0.15,381.8,381.8,219.0,0.15,1.0,1.0,1.0,6.400381944444445,6.563647337962963,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1213.4574843739658,1,53.0,1,0,1,3,Exclusive Discount
182191,9.5,8,69.5,1,1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.0,0,1,1,1,20% off on first trip
187212,19.0,8,141.0,3,0,5,0,3.0,3.0,0.0,6.0,3.0,0.0,427.04,427.04,336.0,0.0,1.0,1.0,1.0,8.517662037037036,8.807985474537038,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2465.5571878273126,1,55.0,1,1,1,3,Exclusive Discount
189676,10.5,8,78.5,2,0,6,0,2.0,1.0,0.0,2.0,2.0,0.0,1244.31,3732.93,2500.5,0.0,2.0,3.0,2.0,4.505254629629629,4.370361545138889,6.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2350.536145550067,1,36.0,0,1,1,0,Free Rescheduling
190866,23.0,9,171.0,5,0,4,0,5.0,5.0,0.0,10.0,5.0,0.0,390.86,390.86,234.0,0.0,0.0,1.0,1.0,7.921053240740741,8.085651157407407,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2423.7357077809347,1,37.0,0,0,1,3,Exclusive Discount
195192,16.5,8,121.0,1,0,7,0,1.0,1.0,0.0,2.0,1.0,0.0,394.29,788.58,320.0,0.0,0.0,2.0,2.0,15.467210648148148,15.611711689814815,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1165.5097458688963,1,28.0,0,0,1,3,Exclusive Discount
204943,22.0,8,162.0,6,1,1,0,5.0,5.0,0.0,10.0,5.0,0.1,267.58,487.59,992.0,0.0,1.0,1.0,1.0,8.482303240740741,8.593912615740742,5.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1571.027917851075,0,41.0,0,0,0,3,Exclusive Discount
204997,25.5,8,188.5,4,2,3,0,2.0,2.0,0.0,4.0,1.0,0.0,244.235,244.235,284.0,0.0,0.5,1.0,1.0,7.872187500000001,9.079755671296295,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1281.5059324606702,1,38.0,1,0,1,3,Exclusive Discount
205044,13.0,9,96.0,3,0,6,0,3.0,3.0,0.0,6.0,3.0,0.05,553.05,525.3975,2096.0,0.0,0.0,2.0,2.0,5.922280092592593,6.188766030092593,5.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2396.839006142841,1,40.0,1,1,0,3,Exclusive Discount
206011,19.0,8,141.0,4,0,4,0,4.0,4.0,0.0,8.0,3.0,0.05,248.95000000000002,248.95000000000002,124.0,0.15,0.0,1.0,1.0,6.118940972222222,5.711550057870371,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1452.0613504500782,1,39.0,0,1,1,3,Exclusive Discount
216796,11.0,8,81.5,1,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23.0,0,0,1,1,20% off on first trip
217114,5.0,9,39.0,0,0,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.0,1,1,1,1,20% off on first trip
217136,10.0,8,76.0,2,0,6,0,2.0,1.0,0.0,2.0,2.0,0.0,539.57,539.57,329.5,0.0,0.0,1.0,1.0,7.816111111111111,6.291475347222223,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3095.3404436795545,1,39.0,0,1,1,3,Exclusive Discount
220725,11.0,9,83.0,4,1,4,0,3.0,3.0,0.0,6.0,2.0,0.0,479.01,479.01,481.0,0.05,0.0,1.0,1.0,5.681678240740741,5.683155092592592,5.0,3.5,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3128.076980234809,1,40.0,0,0,1,3,Exclusive Discount
224996,10.0,8,73.5,2,0,6,0,2.0,2.0,0.0,4.0,1.0,0.0,448.805,448.805,231.0,0.0,0.0,1.0,1.0,8.802337962962962,8.850255729166667,2.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2488.128262846516,1,43.0,0,1,0,3,Exclusive Discount
226367,13.5,8,98.0,3,0,5,0,3.0,3.0,0.0,6.0,3.0,0.05,155.72,213.142,380.0,0.0,1.0,1.0,1.0,7.178993055555556,7.281408159722222,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1633.1960227085976,1,43.0,0,0,1,3,Exclusive Discount
228195,9.0,9,66.0,0,0,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,27.0,0,1,1,1,20% off on first trip
228872,13.0,8,96.0,2,0,6,0,2.0,1.0,0.0,2.0,2.0,0.0,509.21,509.21,644.0,0.0,1.0,1.0,1.0,5.359780092592593,6.395289293981481,6.0,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2953.6730397354886,0,35.0,0,0,1,3,Exclusive Discount
229009,20.0,8,168.5,3,1,4,0,2.0,2.0,0.0,4.0,2.0,0.0,530.815,530.815,237.0,0.0,0.5,1.0,1.0,9.058315972222221,9.29527795138889,2.5,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3028.73236214432,1,17.0,0,0,1,3,Exclusive Discount
229108,13.5,8,101.5,1,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26.0,0,0,1,1,20% off on first trip
229330,15.5,8,117.0,4,0,4,0,4.0,4.0,0.0,8.0,4.0,0.0,414.79499999999996,829.5899999999999,278.5,0.0,0.0,2.0,2.0,6.733935185185185,6.876571122685185,3.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1175.6900050298536,1,47.0,1,0,1,3,Exclusive Discount
232647,10.5,8,82.0,2,0,6,0,2.0,1.0,0.0,2.0,1.0,0.0,237.1,237.1,2343.0,0.0,1.0,1.0,1.0,7.603090277777778,2.1879050925925925,3.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1436.751018608673,1,18.0,0,0,1,3,Exclusive Discount
249521,10.5,8,80.0,2,0,6,0,2.0,1.0,0.0,2.0,2.0,0.0,642.02,642.02,184.7,0.1,1.0,1.0,1.0,8.817546296296296,7.875139467592593,3.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3739.589951281529,1,59.0,1,1,0,3,Exclusive Discount
252835,17.0,8,124.0,5,0,3,0,5.0,5.0,0.0,10.0,4.0,0.3,389.21,389.21,325.5,0.0,1.0,1.0,1.0,7.838125,8.566049565972222,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1859.2391123662837,1,38.0,0,1,1,3,only_hotel_discount
258451,7.0,8,59.5,1,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23.0,0,0,1,1,20% off on first trip
264470,12.0,8,92.0,2,0,6,0,2.0,2.0,0.0,4.0,2.0,0.05,436.51,417.60875,1063.5,0.0,0.5,1.0,1.0,8.55556712962963,8.75896087962963,5.5,4.5,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2391.635179278391,1,45.0,0,1,1,3,Exclusive Discount
276512,10.0,8,73.0,1,0,7,0,1.0,1.0,0.0,2.0,1.0,0.0,395.69,395.69,100.0,0.0,1.0,1.0,1.0,10.192858796296296,10.395939525462962,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2409.253288662373,1,41.0,1,1,1,3,Exclusive Discount
281952,21.5,8,161.0,2,0,6,0,2.0,2.0,0.0,4.0,2.0,0.0,342.36,342.36,118.15,0.15,1.5,1.0,1.0,7.668038194444444,7.847466059027777,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1966.8305718481147,1,37.0,0,0,1,3,Exclusive Discount
283325,11.5,8,84.5,2,0,6,0,2.0,1.0,0.0,2.0,2.0,0.1,453.27,407.943,1442.0,0.0,0.0,1.0,1.5,5.519363425925926,9.159993836805555,6.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2838.442946557796,1,51.0,1,0,1,3,Exclusive Discount
290123,20.0,9,146.0,7,0,2,0,7.0,6.0,1.0,13.0,6.0,0.0,462.52,462.52,675.0,0.0,1.0,1.0,1.5,6.706296296296296,6.686247685185185,2.5,2.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,2533.380197339184,1,41.0,1,0,1,0,Free Rescheduling
297546,26.0,8,193.0,5,0,3,0,5.0,4.0,0.0,8.0,5.0,0.0,351.555,577.945,460.0,0.05,1.0,1.5,1.0,5.860034722222222,6.55702505787037,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1772.7370842413172,1,51.0,1,0,1,3,Exclusive Discount
298253,9.5,8,71.5,1,0,7,0,1.0,1.0,0.0,2.0,0.0,0.0,712.42,712.42,0.0,0.0,2.0,1.0,0.0,6.497731481481481,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4183.68105154044,1,46.0,1,1,1,3,Exclusive Discount
299476,13.0,9,95.0,1,0,8,0,1.0,1.0,0.0,2.0,1.0,0.0,192.38,192.38,71.0,0.0,0.0,1.0,1.0,7.86943287037037,8.010574537037037,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1090.0004072477632,1,39.0,1,0,1,3,Exclusive Discount
306165,10.0,8,73.0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21.0,0,0,1,1,20% off on first trip
306819,15.5,8,113.5,2,1,5,0,1.0,1.0,0.0,2.0,1.0,0.0,50.16,50.16,370.0,0.0,1.0,1.0,1.0,4.496226851851852,4.5949440393518515,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,293.18110814727305,1,60.0,1,1,1,3,Exclusive Discount
312488,7.5,8,57.5,1,0,7,0,1.0,1.0,0.0,2.0,1.0,0.0,407.1,407.1,299.0,0.0,1.0,1.0,1.0,6.361504629629629,6.562830671296297,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2171.5337603216926,0,31.0,1,0,1,3,Exclusive Discount
313724,17.5,8,128.5,5,1,2,0,4.0,3.0,0.0,6.0,4.0,0.0,351.51,351.51,573.5,0.0,1.0,1.0,1.5,5.7026157407407405,6.791290046296297,4.0,2.5,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1710.0279977104167,1,52.0,0,0,1,3,Exclusive Discount
316527,18.5,8,137.5,4,0,4,0,4.0,4.0,0.0,8.0,4.0,0.0,383.045,383.045,753.0,0.05,0.0,1.0,1.0,6.768200231481481,6.9499778356481485,4.0,2.5,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1940.680351442159,1,41.0,1,1,0,3,Exclusive Discount
317688,19.0,8,140.5,4,0,4,0,4.0,4.0,0.0,8.0,4.0,0.0,345.935,345.935,141.45,0.05,0.5,1.0,1.0,8.736996527777778,8.914353819444445,3.0,1.5,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1634.6874456759485,1,41.0,0,1,1,3,Exclusive Discount
322867,8.0,8,61.0,1,0,7,0,1.0,1.0,0.0,2.0,1.0,0.0,173.04,173.04,1323.0,0.0,1.0,1.0,1.0,6.831712962962963,6.9630556712962965,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,919.997617427402,1,46.0,0,0,1,3,Exclusive Discount
324191,10.5,8,79.0,2,0,6,0,2.0,2.0,0.0,4.0,2.0,0.0,49.870000000000005,85.105,805.0,0.0,0.5,1.5,1.5,10.16945023148148,10.261938252314815,6.0,4.5,2.0,0.0,0.0,1.0,0.0,0.0,0.0,176.27134554289609,1,40.0,0,0,1,3,Exclusive Discount
328590,22.0,8,163.5,3,1,4,0,2.0,2.0,0.0,4.0,2.0,0.0,1101.975,2703.005,1298.125,0.15,0.5,2.0,2.0,8.527413194444444,8.769216319444444,6.5,4.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3196.694435594776,1,55.0,0,0,1,3,Exclusive Discount
330764,19.5,8,143.0,3,1,4,0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,547.0,0.0,0.0,0.0,1.0,0.0,6.191857638888889,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,39.0,0,0,1,1,1 Free Night
330893,13.0,8,99.5,3,0,5,0,3.0,3.0,0.0,6.0,3.0,0.0,348.24,348.24,236.0,0.0,1.0,1.0,1.0,6.658807870370371,6.841421932870371,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1603.354694102698,1,43.0,1,1,1,0,Free Rescheduling
331039,22.0,8,166.5,1,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,44.0,1,1,0,1,20% off on first trip
334787,14.5,8,106.0,3,0,5,0,3.0,3.0,0.0,6.0,3.0,0.05,254.02,254.02,326.0,0.0,1.0,1.0,1.0,5.690381944444445,5.826062673611111,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1377.9597756222813,1,53.0,0,0,1,3,Exclusive Discount
337227,10.0,8,72.0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,35.0,1,0,1,1,20% off on first trip
338086,11.5,8,86.0,2,0,6,0,2.0,2.0,0.0,4.0,2.0,0.0,490.845,490.845,96.0,0.2,0.5,1.0,1.0,7.327754629629629,7.554091869212963,2.5,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2658.554844024915,1,40.0,0,1,1,3,only_flight_discount
340166,9.0,8,67.5,1,0,7,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,474.0,0.0,0.0,0.0,1.0,0.0,3.0592939814814817,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51.0,1,1,1,1,20% off on first trip
343928,17.0,8,125.5,2,0,6,0,2.0,2.0,0.0,4.0,1.0,0.2,2775.3099999999995,4308.13,348.0,0.0,0.5,1.5,1.0,170.76122106481483,5.30637818287037,8.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,11233.101337738275,1,65.0,1,0,1,2,Early Bird Discount
347778,15.0,9,108.0,5,0,4,0,5.0,5.0,0.0,10.0,4.0,0.0,473.83,473.83,455.0,0.0,1.0,1.0,1.0,6.642164351851852,7.11260457175926,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2557.1706544265926,1,49.0,0,0,1,3,Exclusive Discount
348817,15.5,8,113.5,4,0,4,0,4.0,3.0,0.0,6.0,4.0,0.0,524.22,524.22,364.0,0.0,1.0,1.0,1.0,6.471585648148148,5.657835185185185,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2522.8680668951015,1,28.0,0,0,0,3,Exclusive Discount
348863,10.5,8,78.0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,67.0,1,0,1,1,20% off on first trip
349132,13.0,9,100.0,3,0,6,0,3.0,2.0,0.0,4.0,3.0,0.0,360.53,855.2299999999999,999.0,0.1,0.5,2.0,1.0,7.103159722222222,7.744837962962963,4.5,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.5033993933703,1,49.0,0,0,1,3,Exclusive Discount
350648,21.5,8,160.0,1,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,18.0,0,0,1,1,20% off on first trip
353271,9.5,8,71.0,1,0,7,0,1.0,1.0,0.0,2.0,1.0,0.0,408.4,816.8,272.0,0.0,0.0,2.0,2.0,5.485543981481482,5.631198148148148,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1177.3169145652591,1,26.0,0,1,1,3,Exclusive Discount
353694,8.0,8,59.0,2,0,6,0,2.0,1.0,1.0,3.0,2.0,0.0,230.685,356.76,817.0,0.0,0.5,1.5,1.5,7.968917824074074,8.122849334490741,6.0,4.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1336.32601700837,1,40.0,0,1,1,0,Free Rescheduling
354050,18.5,8,138.0,5,0,3,0,5.0,4.0,1.0,9.0,5.0,0.05,292.13,292.13,432.0,0.05,0.0,1.0,1.0,8.738761574074074,8.995945428240741,3.5,3.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,2093.093615859506,1,50.0,0,0,1,0,Free Rescheduling
354260,13.0,8,96.5,2,0,6,0,2.0,2.0,0.0,4.0,1.0,0.0,582.505,582.505,520.0,0.0,1.0,1.0,1.0,11.014322916666668,8.865627141203703,2.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3215.735057728185,1,49.0,0,0,1,3,Exclusive Discount
354311,8.0,8,61.5,2,0,6,0,2.0,2.0,0.0,4.0,1.0,0.0,536.4449999999999,536.4449999999999,291.0,0.0,0.5,1.0,1.0,7.225387731481481,6.685803414351852,2.5,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3238.7131415521753,1,46.0,1,0,1,3,Exclusive Discount
354950,11.0,8,82.0,1,0,7,0,1.0,1.0,0.0,2.0,1.0,0.0,460.54,460.54,762.0,0.0,1.0,1.0,1.0,4.553125,4.764742708333333,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2618.462362173801,0,53.0,1,0,1,3,Exclusive Discount
356046,10.5,8,77.0,2,0,6,0,2.0,2.0,0.0,4.0,2.0,0.0,391.905,471.055,352.5,0.0,0.0,1.5,1.5,8.49240162037037,8.67453677662037,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1782.935588846813,1,34.0,0,0,0,0,Free Rescheduling
357737,20.5,8,148.5,5,1,2,0,4.0,3.0,0.0,6.0,4.0,0.0,677.09,677.09,233.4,0.07500000000000001,0.0,1.0,1.0,6.814826388888889,7.608060503472222,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3872.355316895139,1,41.0,1,1,1,3,Exclusive Discount
359072,23.5,8,173.5,3,1,4,0,2.0,2.0,0.0,4.0,2.0,0.0,66.575,66.575,223.5,0.0,0.5,1.0,1.0,8.56708912037037,8.670462297453703,3.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,385.59839050686776,1,51.0,1,1,0,3,Exclusive Discount
359080,13.5,8,102.5,4,0,4,0,4.0,4.0,0.0,8.0,2.0,0.0,637.3050000000001,637.3050000000001,691.5,0.2,1.0,1.0,1.0,10.145387731481481,7.255355092592593,3.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,4684.897493471022,1,42.0,1,0,1,3,only_flight_discount
359653,14.0,8,105.0,2,0,6,0,2.0,2.0,0.0,4.0,2.0,0.0,392.165,392.165,324.6,0.1,1.0,1.0,1.0,7.001863425925926,7.20179050925926,3.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2138.3980455686524,0,55.0,0,0,0,3,Exclusive Discount
361459,6.0,8,45.5,1,0,7,0,1.0,1.0,0.0,2.0,1.0,0.0,393.91,393.91,165.0,0.0,1.0,1.0,1.0,6.965833333333333,7.168416666666666,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2403.5430407745216,1,41.0,1,1,1,3,Exclusive Discount
